overall,food,service,ambience,review
5,5,5,5,Billy Hall is a legend . Went down for my Bachelor party with a group of 12. Outstanding steak and great service. The owner ( Billy) shakes everyone鈥檚 hand as they walk in and visits every table. The personalized dining experience is a lost art.
5,5,5,5,The place was phenomenal.  The food was spot on.  Would recommend for dinner.
5,5,5,5,"We consider Hall's Chophouse Charleston to be the finest restaurant in Charleston.  Plain and simple.  We walk in the front door to be greeted by Billy Hall who immediately makes us feel like family!  We are always greeted by genuine smiles by the entire staff.  The waiters / waitresses are routinely right there when we need them and inconspicuous when we don't need them.  The food is cooked to perfection (once delivered to our table, the waiter always makes us cut our steak to check the cook of the meat).  The waiter's knowledge of the menu is extraordinary.If I had a complaint, it would be that our dinner is always so delicious and filling that we never have room to try your desserts.  We're gonna have to work on that!Thank you Hall Family and Hall's Chophouse for always making us feel like part of your extended family."
5,5,5,5,"We had a fantastic meal, visiting for a special occasion. For starter, I had the best onion soup I have ever had. It had the addition of onion rings piled on top and I have asked my wife to add it to her own recipe!I then had a delicious steak whilst my wife had the succulent lamb. I finished with a yum bread pudding with a whiskey sauce. Not a cheap meal but absolutely delicious and I would highly recommend a visit."
5,5,5,5,Great time with visiting family. Folks were great with our 3 grandsons!!
5,5,5,5,Our favorite Charleston spot by far!   The staff and the family of Hall鈥檚 are incredible.   Food is always amazing.
5,5,5,5,"Have heard of Halls for ages, but never had indulged on one of my frequent trips to Charleston. The reputation is for excellent food and outstanding service. My son, on an earlier visit with friends, proclaimed to the world that he had enjoyed the best steak he鈥檇 ever eaten. My two friends and I concurred that the service was superb and the steaks among the best ever. However, there was one shortcoming: the onion rings!!! I consider myself a connoisseur. The onion rings served that evening were very large - fine - but coated in a heavy, doughy batter. The batter must be light, flaky. Overall perfection is so close. Let the onion rings lead Halls to its culinary apotheosis!!!"
5,5,5,5,Best Restaurant in the US!!!
5,5,5,5,Food and service were absolutely amazing and the handwritten thank you note that followed was definitely a special touch.  Probably the best restaurant I've found in SC.
5,5,5,5,Service was amazing! Worth every penny! Dina was our server and went above and beyond!
5,5,5,5,"BEST EVER!  We went for the gospel brunch and decided to go back for dinner the next day.  We never repeat restaurants when on vacay but this was a must!  The owner was extremely hospitable and made us feel like VIP guests and looking around the restaurant, everyone was treated that way.  Best food and service in Charleston and probably the US.  I will visit every trip and tell all my friends!"
5,5,5,5,"If you know you will be in  Charleston on a Sunday morning, please make reservations for the Gospel Brunch at Halls.  The food was fantastic, the service was flawless and the music was great!  Billy Hall was there the moment we walked in the door with a lovely greeting, and he even checked in a few times to see if were were enjoying our meal.  I have never experienced customer service like this.  True southern charm.  We will be back the next time we are in Charleston."
5,5,5,5,Waiter was very attentive. We had reservations and got seated promptly. Or steak was cooked a perfect medium rare just like we requested.
5,5,5,5,Literally the best dinner of my life. The customer service and quality of food were amazing! Mr. Hall was there and was so kind and took care of two of the guys who鈥檚 birthdays we were celebrating. We got a thank you card in the mail after. I would go back in a heart beat and plan on it!
5,5,5,5,Excellent service as always.
5,5,5,5,Best gospel Sunday brunch!!!  Never been disappointed.
5,5,5,5,"Fabulous in every way, except no one told us there was a two hour time limit due to another reservation after ours, and they asked if I wanted a third drink with 10 minutes left. I would have liked more time so as to enjoy the drink instead of gulping down a $15 cocktail when we were told our time was up."
1,1,1,1,This place is a joke. Save your money.  Service is poor. Staff is rude. I would never go back to this establishment.
5,5,5,5,Great drinks in a cool atmosphere.
5,4,5,5,Very cool place! Will definitely be back!
4,4,5,5,Just a very chill vibe. Relaxed. Great cocktails.
4,5,3,4,"This is a great speakeasy for a date-night. The menu isn't extensive, but the execution is solid and they don't skimp on you. We got the cheese plate, meatballs, and brussel sprouts and were quite satisfied. The cocktails we tried were also really nice.  One thing to keep in mind is that the music is kept fairly loud even when the restaurant is not very full, which may not be the vibe you're looking for."
4,4,5,5,Cool speakeasy venue. Stairway dark. Cool hidden bathrooms    Fun atmosphere. Limit food choices.  Pricey. Won鈥檛 take cash
5,5,5,5,As usual HB delivered great atmosphere and wonderful drinks!
5,5,5,5,"Excellent ambiance, service and people! Perfect for a date"
5,5,5,5,"Fun speakeasy in Eastern Market.  The third time we've been there and we bring different friends each time.  The drinks are great, and to really take advantage of their mixology skills you need to give them a few hints and let them create something for you.  We didn't get any food this time.   It is expensive but the experience is worth it."
5,5,5,5,One of the best speakeasy bars in the city! Loved the drinks and the ambiance.
1,3,1,5,Terrible service. Sat there for two hours and was only served two drinks
3,3,3,5,Fantastic ambiance! Cocktails were fine but honestly nothing special special about them. Service was 鈥渕eh鈥. Worth it for the ambiance though!
5,5,5,5,"As always, absolutely amazing experience. Great service and talented bartenders."
1,5,1,5,"Unfortunately one of the bigger disappointments I鈥檝e had in DC. Wonderful atmosphere and decor, but the worst bar tending experience I鈥檝e had. The bartender asked order, made several drinks in front of us, and then after 15min, asked our order again. 15min later, she asked us again. Then after another 10 she brought us one drink (there were two is us) that wasn鈥檛 remotely what we ordered. So 45min after we first ordered we got our drinks. There were only about 12-15 of us in the entire bar so it was rather surprising. Throughout the night the bartender also repeatedly spilled iced on the bar and therefore us. Heard so much about this bar, but unfortunately this wasn鈥檛 its night."
5,4,5,5,"Great speak easy with an old world vibe. Walk in a secret entrance and knock on an unmarked door to enter a candle lit, quiet, rustic bar."
4,2,4,0,"Service was not great, as usual, there and in Aqua al Due, its owner.  Hoping it will improve soon."
5,5,5,5,"Harold Black is a great 鈥渟peakeasy.鈥  Exceptionally good cocktails, fine bar snacks, and super service.  To illustrate: the bar snack we ordered was a bit too highly seasoned for my companion.  So the server arranged for the kitchen to produce another version of the dish without the spice!  Amazing!  I shall return to Harold Black!"
5,3,5,5,"Very cool speakeasy, enjoyed myself thoroughly and it was a huge plus for my date (who is a bartender) who said that she loved it. Earned me bonus points for finding such a cool bar."
5,5,5,5,"Awesome cocktails, delicious lemon-artichoke hummus (I鈥檒l be back for the chocolate cake) and flawless service. The bartendress was very engaging and made us feel most welcome. We had such a great time that we had to reminded to leave after 3 hours to let the next reservation come in ;)"
5,4,5,5,Great date spot.
4,4,3,5,The place is pretty sweet and has the speakeasy vibe.  The drinks are great and the menu is small but the food is good.  The service is odd because there is only one bartender servicing the entire restaurant.
3,3,1,3,"I've dined downstairs at Aqua al 2 many times and was really excited to try Harold Black, finally getting a reservation after trying on several different occasions. I had a party of 4 and we were  seated in a small booth, which was uncomfortable for 2 of the individuals with me. I noticed there was an empty large round circular table. I went to ask the host politely if we could change to a different table. He responded saying that it wouldn't be possible, there already was a reservation. I would have been fine with this until he responded with ""There's 4 of you, correct? You'll be fine"" in a very rude tone. In about 30 more minutes, guess who was sitting at the large table - a party of 4! Super disappointed I spent my money here, my guests and I only stayed for 1 round as opposed to a few."
5,5,5,5,"We were seated early for our reservation, the bartender was very nice and an excellent mixologist. Great evening, and we definitely plan to return with friends."
5,5,5,5,Drinks! Spectacularly crafted cocktails in perfect ambiance.  Great music and great staff.
5,5,5,5,"Last minute booking to meet a friend mid week. She鈥檚 vegetarian, I鈥檓 not - menu had more than enough to satisfy both tastes.Service was excellent and dining experience overall was first rate."
4,4,4,4,"Harold Black is always a fun time! We loved our drinks-- both the cocktails and wine were excellent. We were greeting and seated promptly, which was great. But we were seated at the bar, which I didn't expect. So, even with a reservation, bar seating might be where they put you. I guess tables aren't guaranteed. And the crowd there was unusually loud, so it was a less quiet, romantic ambiance than normal."
5,5,5,4,Great place for an intimate date!
5,4,5,5,Very cool place to chill with friends or for a cozy date. Bartenders were very knowledgeable and offered exquisite craft cocktails. Definitely a no brainer for return visit.
5,5,5,5,Terrific! I have a thing for speakeasies and Harold Black's near the top of the list!
5,5,5,5,"Harold Black is always solid.  Dark, intimate, and a bit away from the touristy crowd, it's a great escape in DC.  The last few times I went, it seemed that the tourists might have found it, but this time it was mostly locals.  Had a quiet drink with a friend and thoroughly enjoyed myself.  I didn't get to sit at the bar, which is sad, because watching the bartenders make the cocktails is half the experience.  Still, my drink was light and refreshing (if a little sweet), the atmosphere was chill, and I very much enjoyed my experience.  Definitely will return."
1,1,1,1,"We booked this for my birthday based on the raving reviews and indicated that on the reservation.  We arrived and were greeted 鈥榮ternly鈥 and assumed it鈥檚 part of the Speakeasy experience.  Once seated, we noticed how dark the place was and thought it鈥檚 also part of the charm.We were handled two menus and were keen to start as we were famished.  There was a candle on the bar stool where we sat but we couldn鈥檛 read the menu items.  I turned on my phone flashlight and the host who sat us rushed over saying that I should turn it off immediately as it鈥檚 disruptive to the experience.  I complied and could see why this would be the case.  I told him that we still had a problem reading the menus.  He then brought another candle.  There were two of us and we tried very hard but you couldn鈥檛 see the menus.  I informed the host that we still were unable to read the menus and asked him for help.  Je just went quite and then told me again that we cannot use a flashlight.  I agreed fully but said that we still have a problem because we can鈥檛 read the items.  Is there anything else that can be done ?  He basically indicated that there isn鈥檛.  When I said that I couldn鈥檛 see how this would work out, he opened the exit door for us to leave and went about doing something else.All in all, terrible experience.  Am happy for those who seem to have enjoyed this establishment and given it high ratings.  I cannot fathom why but I guess it takes all kinds to make the world.  I would never go back or recommend this for anyone. Also, for full disclosure, am considered somewhat of a foodie and enjoy eating in world restaurants almost daily but this is the first such review that I write.Not to be repeated."
5,5,4,5,"Everything was amazing! The Brussels are fantastic and the meat and cheese are to die for. One of my favorite places in DC. Only one small thing - would have preferred we were aware of time constraints of having a table. Totally understand it, just would have been nice to know in advance for a bigger group."
5,4,4,5,Great environment for good conversation
5,5,5,5,"Cool speakeasy, first time we went.  We decided to have a drink here before eating at Acqua Al 2.  Reservations highly recommended, there was a line when we left.  My wife and I sat at the bar and had drinks that were great - the bartender was fun to watch and very engaging to talk to.  My wife told him the types of things she likes and he made an amazing drink.   I had one off the menu that was very unusual and tasty.  We did not try the food.  We will definitely go back and take friends next time."
5,5,5,5,One of the best places I鈥檝e ever been too. Those lamb chops were amazing too! Wow! Great drinks and award winning service
5,3,5,5,"Love this place - great drinks, great service! My friend and I even got some mixology tips."
5,5,5,5,"Atmosphere dark and quiet like you鈥檇 expect. We only had the cheese board for food, but it was awesome! The mixed drinks are pricey, but worth it. Made with fresh ingredients. Bartenders very friendly and accommodating. Only disappointment was not getting a booth seat with reservation. We sat at bar. To be fair after booking they do tell you no guarantee for table. FYI it鈥檚 a cashless establishment."
4,4,4,4,Very cool spot! Will most definitely return and with friends!
5,5,5,5,Fabulous atmosphere and the drinks lived up to all that i had heard.  Wonderful!!
5,5,5,4,Husbands Birthday!
2,5,1,4,"I'll begin this review by saying that I had been looking forward to, and tried to find an occasion to visit Heirloom Cafe for a very long time. I've lived in San Francisco now for a year and have had dozens of dining recommendations, but I found this one on my own and was excited to visit a local gem in my neighborhood of the Mission. When one of my hometown friends visited, I wanted to bring her, and my local friend in SF for a ladies' dinner on a Saturday night. The food - delicious, presentable, a great portion. We had the fettucine and salmon and both were divine. The wine selection - abundant, knowledgeable, perfectly dry white and ros茅 to our taste preferences. The ambiance - candlelit, dim, great for close colleagues, friends, or a date. What completely turned us off however, was one of the servers.1. She seemed to be under the influence. Her words were slurred, and she approached our table in jerky movements.2. Our third guest arrived a bit after us, and about a minute after sitting down, the server came to our table and said ""What's the gameplan"" without asking to see if she had a chance to review the menu and decide  3. She accidentally knocked over the entire water decanter onto my friend's seating area, lap, and jacket. she didn't apologize but instead said ""it can be refreshing"". she continued to wipe it while not noticing that she was carrying 2 more decanters in her arm that continued to pour out - luckily a few other servers came to dry up the area 4. We left a nominal tip instead, and she came to the table while we were sitting there, stared closely at the receipt, and marched away to show her manager. Heirloom cafe: your other servers, from what we could tell, seemed to provide good service. We also spoke a few times to who we believe might be an owner and he was great. You should re-consider this server that has left an incredibly bad taste in our mouths and we will not be returning, nor recommending it."
5,5,5,5,"We introduced our friends and neighbors to Heirloom the other night. They were very impressed with the menu and presentation and overall excellent repast! I am certain they will be back to experience the restaurant again.  We, of course, visit as frequently as we are able. Thank you - Heirloom crew - for always providing a terrific dinner for us and our family."
5,5,5,5,Great neighborhood restaurant. We had the halibut ceviche and the pod salad.  Entrees were the Salmon and steak babette. Added the oatmeal chocolate cookie and bitter sweet chocolate budino.
5,5,5,5,"Low key and excellent, fresh food. Service was also excellent! Can鈥檛 wait to go back!"
4,4,4,4,"I ordered the halibut ceviche and the bean salad while my partner ordered the chicken with corn salsa looking thing...the bean salad was exceptional. His chicken was good but too salty. Overall, a solid B+.  My ceviche had some big pieces of fish and when I pointed it out, the waitress said that is the way the chef likes it...Duh...I was not born yesterday and I do know how to make better ceviche.   And the waitress was either drunk or high on something the way she moved...not cool for her or the restaurant."
5,5,5,5,Service was excellent - friendly and knowledgeable- made good recommendations.
5,5,5,3,"We had a wonderful dinner and service was spot on. Bacon and onion tart was flakey crust and perfectly seasoned topping. Salad pulled from the prix fixe menu was refreshing and had some unexpected ingredients, probably listed on the menu but forgotten in the interim. Roasted king salmon with veggies was delicious but tr茅s petite. And dessert of berries with polenta cake was tip top. Loved the French-sourced sauvignon blanc. Restaurant was loud but it's hard these days to find one conducive to conversation where cuisine holds no surprises, however well prepared it may be."
5,5,5,5,We love eating at heirloom the people the food it鈥檚 all outstanding!!!
3,3,5,3,We were disappointed.  Portions were very small.  Overpriced.  Noise terrible.
4,5,4,4,"Heirloom brings a sophistication to comfort food that makes it a great weeknight choice. A summer evening with corn chowder and the (off-menu) burger is a delight.  Service is friendly and attentive.  Tables are a bit tight, and noise can be a bit of a distraction, particularly when seated next to a couple of folks convinced they are about to conquer the world.   While not regulars, we have returned to Heirloom regularly over the years and never been disappointed."
5,5,5,5,Best servers. I want to be friends with them. Food is always on point.
5,5,5,5,Always very special hospitality. Fantastic wine list!
4,3,3,4,The  succotash was tasty but the chicken was very dry and not good
5,5,5,4,We loved the Heirloom Cafe! The food was excellent. Our waiter was so nice to us. We thought he was exceptionally so. We would definitely return but it would be a special occasion destination for us considering the cost.
5,5,5,5,"Amazing, always great. A little pricey, but nothing out of the ordinary for SF. Enjoy!"
5,5,5,4,Lovely food snd lovely service
5,5,5,5,Excellent food! Great service! It was noisy and hard to have a quiet conversation.
2,4,1,2,A waiter that wasn鈥檛 present and pretty incompetent and since the restaurant was loud could hardly hear what he was saying. He spoke so softly. And didn鈥檛 seem to have a knowledge of the menu. Also not a lot of personality or attention to our table.
5,5,5,5,Went to dinner after a show; the food was SO delicious and what wonderful service. Have come to Heirloom Cafe several times and have never been disappointed.
5,5,5,4,"As always, great dinner."
4,4,5,3,"Very good food; generous portions.  Matt, the owner is a pure delight and the wait staff was excellent.  Wish it wasn鈥檛 so noisy for us seniors ."
5,5,5,5,Mussels were so good that I ordered it twice!
5,5,5,5,"I love Heirloom Cafe and don鈥檛 dine here often enough.  The neighborhood feel, friendliness and competence of the staff, and the sumptuous authentic food keep Heirloom at the top of my list!"
3,3,3,5,The waitstaff was underwhelmed to see me and I them. The burger and salads were quite tasty but the fettuccine was undercooked. Plates were small and not elevated enough to be worth the price. I can鈥檛 recommend this restaurant.
5,5,5,5,"I really enjoyed my overall experience at Heirloom Cafe and would be somewhere that I return. All the dishes were quite tasty and incorporated flavors that you can't just simply make at home. Nothing was too salty or bland. The wine suggested was superb and paired well with the food. The waitress was warm, funny, sweet. The ambiance was cozy and romantic (dim lit with candles, wooden tables)."
5,5,5,5,Food and service was simply fantastic. It has an old feel with modern food. Felt like a great modern community feel.
5,5,5,4,We had a number of guests in our group of 8 with specific dietary needs. The staff went above and beyond. Highly recommend. They even have a large table that easily fits parties of 12 which a real find in the city.
5,5,5,5,"Heirloom Cafe is the best. Food, wine and service are top of the top. Love it."
5,5,5,5,"Dining at Heirloom is one of the great pleasures of living in the Mission -- or of visiting it.  Once the most tagged corner in the neighborhood, this sweet little spot now serves fresh, beautiful food with a simple, elegant aesthetic.  The staff is lovely and the meals are beautifully prepared.  The seasonal menu is complemented by a thoughtfully composed wine list -- and to say the atmosphere is charming doesn't begin do it justice.  Behind the gauzy curtains, the hubbub of the City fades away in a grand, open room that quickly fills with a pleasant crowd of diners who've dressed a bit for the occasion, and whose convivial conversations punctuate what always turns into a memorable night.  Even if we didn't live on the same block, we'd love it just as much as we already do!"
5,5,4,5,Great place before a show(Beautiful- Carol King). fun art deco vibe and bar drinks. meal was superb. parked a couple blocks away and had to negotiate sketchy street scene but worth it once arriving.  amazing kale salad!  will return.
5,5,5,4,"Great place that's reasonably priced for the quality of food. Not a lot of selection, but everything was delicious. The wine paring is great with pre-fix menu."
5,5,4,4,"Delightful neighborhood spot for celebrating our anniversary. The food and wine were exceptional. The house made fettuccini is a must order (I don't even like mushrooms and this was a standout dish). They also let you share a single order of the prix fixe which is a fantastic deal as it includes generous individual pours and the perfect amount of food to share when you add in an entree. We were both full, but not uncomfortably so. There's no way we could have eaten more! Especially pleased with how perfectly the wine complemented the food (really smart pairings) and how we got to try wines we wouldn't have otherwise known anything about. Will definitely recommend Heirloom to friends and family and look forward to the next occasion that brings us back here."
5,5,5,5,The food and service were absolutely solid. I eat here fairly often and have had almost no misses. This time I brought a friend with me who had never eaten at Heirloom - he was impressed!
4,5,4,5,"Lovely, per usual. Beautiful setting and the food is always simple but perfect."
5,5,5,3,Great service Delicious food
5,5,5,4,This was our first time dining here and really enjoyed a midweek birthday dinner. Service was so warm and welcoming and every dish was delish! Looking forward to a return visit soon.
5,4,5,4,Nice restaurant. Good service from quality people. Excellent wine list.  Could use a broader menu selection.
4,5,5,4,"Neighborhood gem, but timing was a bit off. We were served our dishes randomly so no one ate together. They were aware, and apologetic. I鈥檓 sure it was just one of those things that happen. Great place otherwise. Wine menu is fabulous. Highly recommend."
4,3,4,3,"Service was very good, we were seated promptly at our reservation time. Our server was warm and friendly. Background noise was quite loud which made it difficult to hear and the lighting was very dim. The food was beautifully presented but the tuna tartare was bland. The duck salad was slightly dry but had a nice flavor. The burger was definitely the tastiest. The wine was awesome and reasonably priced. Overall the experience was pleasant but with so many other places to choose from, I don't think we'll return anytime soon."
5,5,5,5,"When you walk in on a Wednesday night and the place is full, you know it鈥檚 good!!"
5,5,5,5,Can鈥檛 get enough of that wood fired pizza! The pumpkin app was delicious and we were excited to have made it for happy hour drinks!
5,5,5,5,"Excellent dinner as always!  Service was great, and food was outstanding."
4,5,4,4,"The menu changes daily. We decided to split the chopped salad which was delicious.  We each ordered a pizza, one with various meats and the other, mushroom. The pizza was tasty, thin crust but a little bit too oily for my taste (mushroom). Had I known, I would have asked that they hold on adding oil.  The server was excellent.  She checked back often and it was clear that they wanted us to be happy."
5,5,5,5,"Our server didn't write our order down and ended up forgetting two items, but we didn't care because we love Hersh's so much! The menu changes with the seasons and everything was delicious!"
4,5,3,3,Service was a little slow but food was incredible!
5,5,5,5,Great food and good atmosphere!
5,5,5,5,One of my favorite restaurants in South Baltimore. Great food - small menu means they focus on making a few dishes really really well. The homemade pastas are incredible especially the smoky cheesy carbonara. Pumpkin appetizer was creative and tasty on the first crisp evening of fall. Nice wine list. Great servers - knowledgeable and really friendly. Outdoor seating is a plus! Highly recommend.
5,5,5,5,Wonderful dining experience.
5,5,5,5,"Love love love Hersh鈥檚. Great food, friendly staff, and a real neighborhood gem."
5,5,5,5,Great food and the service was friendly and attentive. Very cool neighborhood vibe.
5,4,5,4,"Nice, casual restaurant.  They seemed to really care about the quality of the food and service.  Everything was delicious."
4,4,4,4,Wonderful food !! And fun atmosphere 鉂わ笍 wish they had more vegetarian pasta options ...
4,5,3,4,"Great food! Was a little disappointed they didn鈥檛 ask us if we wanted to sit outside since it was a great weather. Usually they sit families with kids upstairs which is fine, but on a nice day we would have loved the option to sit outside. Waitress had a few flubs with our pizza order and the check but not a big deal, she was sweet and made all corrections with a smile and apology."
5,5,5,5,"Hersh鈥檚 is incredible. Their food is outstanding, and the service is impeccable."
5,5,5,5,"This is my favorite place in Baltimore, err- on earth."
5,5,4,5,Excellent pasta - ravioli and spaghetti. Excellent octopus app. Excellent crab pancake app. Will definitely return.
5,5,5,5,Delish food. Great value priced wines.
5,5,5,4,Great food as always.
5,5,5,5,"Meals made of perfection!  This is a hidden gem for sure. The meals are like no other, homemade food from scratch. I really can鈥檛 get enough of this place. Leaves you wanting to eat there permanently."
5,5,5,5,They never miss. Hersh's for the win all day e'ry day馃弳
5,5,5,5,Pizza was delicious!!
5,5,5,5,"Chef Josh Hershvoitz serves up awesome brick-oven pizza and homemade pasta in a lively bar/restaurant in this South Baltimore neighborhood gem. Friendly staff, great cocktails and wine list reasonably priced. One of our favorites!"
5,5,5,5,Our always fave go to Bmore restaurant. It鈥檚 always innovative food with a friendly neighborhood vibe.
5,5,5,5,Our favorite place! Great food and laid back ambiance! fun cocktails!
5,4,4,3,The house-made pastas are fantastic! I would highly recommend a meal at Hersh鈥檚.
5,5,5,5,Great service and food for a birthday dinner!
5,5,5,5,"Always fresh, always local, always seasonal, always delicious!"
5,5,5,4,We love Hersh鈥檚. Excellent food & service. Very welcoming staff. Warm atmosphere.
5,5,5,5,Everything was amazing as always!! Especially enjoyed the Squid Ink Tagliolini!!
5,5,5,5,Excellent as always
5,5,5,5,Our favorite restaurant in Baltimore. Never disappoints!
5,5,5,5,Terrific fresh locally sourced food. Meatballs are always the best compared to any other restaurant. Allie鈥檚 wonderful behind the bar & consistently makes us feel at home.
5,5,4,4,Hersh鈥檚 rarely disappoints and Wednesday was even better than usual. Food was excellent. The menu descriptions don鈥檛 do justice to the actual food. Also I asked the chef to sub out the rice pilaf for green beans and he literally grilled them in the wood fire -SO SO delicious! My only complaint is they are always out of something on the menu I want to try!
4,5,4,5,"Delicious pasta dishes  in a nice, intimate atmosphere"
5,5,5,5,We sat outside so it was nice and quiet.
5,5,5,5,"I am so unbelievably fortunate that I live just one block from Hersh's. It makes it easier and more convenient to stuff my gob with their delicious inventive food and pour their amazing libations down my throat. I went on #NationalFriedChickenDay and was blown away by their fried chicken meal. Run, don't walk, when fried chicken is on the menu."
5,5,5,5,"Best veggie apps, pizza and killer customerr service in Baltimore!"
5,5,5,5,"Perfect as usual. Hersh's is consistently good, all the time. And because the menu changes, I am constantly finding new things to try that are always ridiculously delicious (and the best things I ever ate). The fettuccini thats on the menu right now is one of the best pasta dishes they've ever made, but literally everything on the menu is amazing.  I also love their quaint outdoor patio - I always prefer to eat outside during the summer and this patio does not disappoint. Easily one of my favorite restaurants in the city!!"
5,5,5,5,Our server was one of the best.  She was awesome.  Very attentive.  Very social and friendly without intruding.
5,5,5,5,Best romantic I ever had with my wife. It was everything I imagined it to be and more.
5,5,5,5,"Wonderful ambience. Impeccable service , fabulous food!"
5,5,5,5,Foods and services at this restaurant are excellent.  Very nice and cozy decoration.  Highly recommended!
4,4,4,5,"The atmosphere is exceptional.  The food portions were perfect.  There were several offerings compliments of the chef.  We consider ourselves foodies and have dined inside and outside the U.S.   The chef鈥檚 selections were delicious.  However, the price for the dining experience, especially the wine pricing was unnecessarily exorbitant.  The wine we ordered was $40 per glass or the wine pairing was $170.  These prices could not be justified.  It was a once in a lifetime experience and not to be repeated."
5,5,5,4,Sommelier and waiter we're fantastic. Met chef O'Connell when asked. Great experience and food.
4,0,0,0,"We visited the Inn last night for our 5th wedding anniversary. This was our first time at the Inn and we appreciate the opportunity. I am going to be honest with my review and please keep in mind that this is my personal opinion. It might sound nitpicky but I think that you earn the right to nitpick if you shell out this amount of money for food :)I have been to one other restaurant with a similar structure and that is Marcel's by Robert Wiedmaier in DC. We went there for our 1st wedding anniversary so I will compare both restaurants.The quality of the cuisine is similar at both restaurants and there is very little that sets them apart. The wine pairing and selections was outstanding at both restaurants. Marcel's provided multiple ""entremets"" between courses and the Inn did not do so. When it comes to table service, the only area where the Inn performed better than Marcel's was the enthusiasm and interaction we received from the waiter, Andrew. However, the waiter at Marcel's was still very good. He performed all his table service at a higher level of technical service. The table was cleaned thoroughly and properly in between courses by Marcel's while at the Inn the table was just not cleaned and cleared properly. The waiter at the table next to us dropped used utensils on a customer which is a massive offense for a 3 star restaurant. Additionally, the sommelier at the Inn poured the incorrect for the wine pairing at dessert. While the experience at both restaurants was very good, Marcel's provided a slightly better dining experience. We certainly did not leave hungry from the Inn and are glad to have the opportunity to dine at an acclaimed restaurant, we think that these little things are worth noting when dining at a restaurant of this level."
5,5,5,5,This restaurant is a true gem.  The quality of everything is amazing.  A good place to splurge on a special occasion.  But you must make reservations as far in advance as possible.
5,5,5,5,"Our evening at the Inn at Little Washington was exceptional! They made my husband's birthday feel so special. The food, service, and ambiance were all delightful and memorable. Every dish was perfectly composed and delicious. Service was perfect, we never wanted for anything but were left alone so we can carry on a conversation. Everything felt intimate, romantic, and serene. The highlight was being able to see the kitchen and meet Chef O'Connell. My only small criticism is with the wine pairings. I didn't love a lot of the selections and especially did not like the Riesling. It was so sweet I didn't even drink it. The server who was pouring the wines noticed and commented on my full glass yet never offered a replacement pairing which I would have appreciated."
4,0,0,0,Interesting place and very odd staff.  Food is excellent.
5,5,5,5,From the moment we arrived until we left this was a unique and incredible dining experience. Food and service are impeccable. Thank you for a great experience both dining and lodging. We will be back.
5,4,5,5,Delicious food although a tad inconsistent. We also had to wait wayyyy too long for the cheese and dessert course. To their credit they comped the cheese course.
4,5,4,5,Birthday & Anniversary
5,5,5,5,"The best meal of our lives. The food is worth  a trip from any corner of the globe. Wine lovers are better off pulling a gem from their cellar rather than the pairings which, while varied, were somewhat pedestrian."
5,5,5,5,"From the moment we crossed the street and were greeted with an dapper seer-sucker dressed man with an umbrella, to the moment we left, with all staff wishing us farewell, it was an amazing experience. Thank you for making our first anniversary as special as it felt. Keep up the excellent work!"
5,5,5,5,"The experience was exquisite replete with visual beauty, heavenly aromas, in captivating textures and blissful flavors. This is the best dining experience in the New World. Thank you for the memories!"
3,4,3,4,"Disappointing, considering it is a three star Michelin restaurant."
5,5,5,5,No words can describe how wonderful our visit was...every little details were tended to from the beginning to the ending of our meal. We will have to come up with more reasons to celebrate at the Inn...soon!!!!
5,5,5,5,"Splendid experience, as I had expected."
5,5,5,5,Best meal ever!  Elegance around every corner.
5,5,5,5,"We had an extraordinary time at the Inn at Little Washington! The server Jessie was wonderful, and made great beverage recommendations. All of the little details!! Customized menus, goodie box of treats to go. It was unbelievable. Each course was amazing and flavorful. They were extremely accommodating to my gluten free dietary restriction. 10/10 would recommend going here for a special occasion."
5,5,5,5,What can I say about dining here that hasn't already been said. I'm always afraid that I'm hyping this place so much that those who join me will be let down but the Inn consistently exceeds my expectations and those of my guests. I cannot get enough of Cameron and the Moo Cow cheese cart. He is the maestro of cheesy humor. I'll be back again and again.
5,5,5,5,"Creative, perfectly seasoned food paired with excellent service."
5,5,5,5,"Fantastic experience from start to finish.  Amazing food, wine pairings, and staff."
5,5,5,5,"A wonderful time was had by all. The food was delicious and the staff was wonderful. A celebration of birthdays was made even more special by a wonderful and attentive staff. The young man at the front door who welcomed us and parked my car, the welcoming hostess who showed us to our table, Chris who oversaw our dinning experience, the wine expert who suggested a fine bottle of wine, and everyone else who had a hand in bringing food and drink, they all made the experience special. We were seated in an area with five other couples which made for an intimate dinning experience. It was really nice, it made you feel special with all the attention and care.It was really wonderful."
5,5,5,5,World class!
5,5,5,5,Beautiful experience! The food was beyond amazing. Words do not do it justice.
5,5,5,5,It was our 31st Anniversary dinner.  A once in a lifetime dining experience.
5,5,5,5,"Everything was wonderful.  The food, the wine pairing, the explanations, the cheese cart! This was my partner's 60th birthday and they created a keepsake menu.  I had called ahead and paid for a copy of the cookbook and it was waiting for him.  Lovely evening in every way."
5,5,5,5,Five stars all around. There鈥檚 a reason this is a three Michelin star restaurant! Absolutely the finest dining ever! Patrick O鈥機onnel is a genius!
5,5,5,5,"The Inn at Little Washington is a world class experience in every way. It doesn鈥檛 get any better. We are so fortunate to have it in our backyard. It鈥檚 worth the trip it every time, no matter how far you are traveling to get there!"
